lsoa_code,lsoa_name,population,reference_year,source
E01017674,,1760,2024,Office for National Statistics
E01017675,,2132,2024,Office for National Statistics
E01017676,,1430,2024,Office for National Statistics
E01017677,,2536,2024,Office for National Statistics
E01017678,,1422,2024,Office for National Statistics
E01017679,,1612,2024,Office for National Statistics
E01017680,,1263,2024,Office for National Statistics
E01017681,,1423,2024,Office for National Statistics
E01017682,,1382,2024,Office for National Statistics
E01017683,,1956,2024,Office for National Statistics
E01017684,,1189,2024,Office for National Statistics
E01017687,,2775,2024,Office for National Statistics
E01017688,,1157,2024,Office for National Statistics
E01017689,,1321,2024,Office for National Statistics
E01017690,,1178,2024,Office for National Statistics
E01017691,,1352,2024,Office for National Statistics
E01017692,,1663,2024,Office for National Statistics
E01017693,,1167,2024,Office for National Statistics
E01017694,,2435,2024,Office for National Statistics
E01017695,,1201,2024,Office for National Statistics
E01017696,,1469,2024,Office for National Statistics
E01017697,,1378,2024,Office for National Statistics
E01017698,,1416,2024,Office for National Statistics
E01017699,,2080,2024,Office for National Statistics
E01017700,,1626,2024,Office for National Statistics
E01017701,,2900,2024,Office for National Statistics
E01017702,,1533,2024,Office for National Statistics
E01017703,,1378,2024,Office for National Statistics
E01017704,,1292,2024,Office for National Statistics
E01017706,,1388,2024,Office for National Statistics
E01017707,,1313,2024,Office for National Statistics
E01017708,,1649,2024,Office for National Statistics
E01017709,,1746,2024,Office for National Statistics
E01017710,,1655,2024,Office for National Statistics
E01017711,,1800,2024,Office for National Statistics
E01017712,,2476,2024,Office for National Statistics
E01017713,,1478,2024,Office for National Statistics
E01017714,,2019,2024,Office for National Statistics
E01017715,,1216,2024,Office for National Statistics
E01017716,,1982,2024,Office for National Statistics
E01017717,,1783,2024,Office for National Statistics
E01017718,,1875,2024,Office for National Statistics
E01017719,,1377,2024,Office for National Statistics
E01017720,,1303,2024,Office for National Statistics
E01017721,,1738,2024,Office for National Statistics
E01017722,,1460,2024,Office for National Statistics
E01017723,,1354,2024,Office for National Statistics
E01017724,,1581,2024,Office for National Statistics
E01017726,,1150,2024,Office for National Statistics
E01017727,,1793,2024,Office for National Statistics
E01017729,,1663,2024,Office for National Statistics
E01017730,,1635,2024,Office for National Statistics
E01017731,,1306,2024,Office for National Statistics
E01017732,,1606,2024,Office for National Statistics
E01017733,,1297,2024,Office for National Statistics
E01017734,,1676,2024,Office for National Statistics
E01017735,,1416,2024,Office for National Statistics
E01017736,,1545,2024,Office for National Statistics
E01017737,,1338,2024,Office for National Statistics
E01017738,,2740,2024,Office for National Statistics
E01017739,,1315,2024,Office for National Statistics
E01017740,,1509,2024,Office for National Statistics
E01017741,,1768,2024,Office for National Statistics
E01017742,,1868,2024,Office for National Statistics
E01017743,,1990,2024,Office for National Statistics
E01017744,,1522,2024,Office for National Statistics
E01017745,,1764,2024,Office for National Statistics
E01017746,,1734,2024,Office for National Statistics
E01017747,,1555,2024,Office for National Statistics
E01017748,,1964,2024,Office for National Statistics
E01017749,,1833,2024,Office for National Statistics
E01017750,,2256,2024,Office for National Statistics
E01017751,,2237,2024,Office for National Statistics
E01017752,,2290,2024,Office for National Statistics
E01017753,,1288,2024,Office for National Statistics
E01017754,,1625,2024,Office for National Statistics
E01017755,,2142,2024,Office for National Statistics
E01017756,,1560,2024,Office for National Statistics
E01017757,,1252,2024,Office for National Statistics
E01017758,,1379,2024,Office for National Statistics
E01017759,,1945,2024,Office for National Statistics
E01017760,,1646,2024,Office for National Statistics
E01017761,,2155,2024,Office for National Statistics
E01017762,,1440,2024,Office for National Statistics
E01017763,,1775,2024,Office for National Statistics
E01017764,,1751,2024,Office for National Statistics
E01017765,,1749,2024,Office for National Statistics
E01017766,,2317,2024,Office for National Statistics
E01017767,,2362,2024,Office for National Statistics
E01017768,,2395,2024,Office for National Statistics
E01017769,,1608,2024,Office for National Statistics
E01017770,,1777,2024,Office for National Statistics
E01017771,,1569,2024,Office for National Statistics
E01017773,,1552,2024,Office for National Statistics
E01017774,,1309,2024,Office for National Statistics
E01017775,,1783,2024,Office for National Statistics
E01017776,,2270,2024,Office for National Statistics
E01017777,,1840,2024,Office for National Statistics
E01017778,,1337,2024,Office for National Statistics
E01017779,,1139,2024,Office for National Statistics
E01017780,,1362,2024,Office for National Statistics
E01017781,,1322,2024,Office for National Statistics
E01017782,,1549,2024,Office for National Statistics
E01017783,,1542,2024,Office for National Statistics
E01017784,,1619,2024,Office for National Statistics
E01017785,,1527,2024,Office for National Statistics
E01017786,,1494,2024,Office for National Statistics
E01017787,,1571,2024,Office for National Statistics
E01017788,,1622,2024,Office for National Statistics
E01017789,,1434,2024,Office for National Statistics
E01017790,,1555,2024,Office for National Statistics
E01017791,,1567,2024,Office for National Statistics
E01017792,,2636,2024,Office for National Statistics
E01017793,,1510,2024,Office for National Statistics
E01017794,,2443,2024,Office for National Statistics
E01017795,,2349,2024,Office for National Statistics
E01017796,,1869,2024,Office for National Statistics
E01017797,,1435,2024,Office for National Statistics
E01017798,,1870,2024,Office for National Statistics
E01017799,,2252,2024,Office for National Statistics
E01017800,,1894,2024,Office for National Statistics
E01017801,,1728,2024,Office for National Statistics
E01017802,,1778,2024,Office for National Statistics
E01017803,,1381,2024,Office for National Statistics
E01017804,,1952,2024,Office for National Statistics
E01017805,,1963,2024,Office for National Statistics
E01017806,,1722,2024,Office for National Statistics
E01017807,,1688,2024,Office for National Statistics
E01017808,,1670,2024,Office for National Statistics
E01017809,,1626,2024,Office for National Statistics
E01017810,,2404,2024,Office for National Statistics
E01017811,,1252,2024,Office for National Statistics
E01017812,,1995,2024,Office for National Statistics
E01017813,,1978,2024,Office for National Statistics
E01017814,,1859,2024,Office for National Statistics
E01017815,,1988,2024,Office for National Statistics
E01017816,,1822,2024,Office for National Statistics
E01017817,,2195,2024,Office for National Statistics
E01017818,,2193,2024,Office for National Statistics
E01017819,,1730,2024,Office for National Statistics
E01017820,,1921,2024,Office for National Statistics
E01017821,,1663,2024,Office for National Statistics
E01017822,,2102,2024,Office for National Statistics
E01017823,,1429,2024,Office for National Statistics
E01017824,,1756,2024,Office for National Statistics
E01017825,,1729,2024,Office for National Statistics
E01017826,,1629,2024,Office for National Statistics
E01017827,,2154,2024,Office for National Statistics
E01017828,,1598,2024,Office for National Statistics
E01017829,,2398,2024,Office for National Statistics
E01017830,,2035,2024,Office for National Statistics
E01017831,,1735,2024,Office for National Statistics
E01017832,,1884,2024,Office for National Statistics
E01017833,,2435,2024,Office for National Statistics
E01017834,,1742,2024,Office for National Statistics
E01017835,,1750,2024,Office for National Statistics
E01017836,,1853,2024,Office for National Statistics
E01017837,,3332,2024,Office for National Statistics
E01017838,,1751,2024,Office for National Statistics
E01017839,,2576,2024,Office for National Statistics
E01017840,,2147,2024,Office for National Statistics
E01017841,,3192,2024,Office for National Statistics
E01017843,,1592,2024,Office for National Statistics
E01017844,,1853,2024,Office for National Statistics
E01017845,,1553,2024,Office for National Statistics
E01017846,,1608,2024,Office for National Statistics
E01017847,,1674,2024,Office for National Statistics
E01017848,,1244,2024,Office for National Statistics
E01017849,,1524,2024,Office for National Statistics
E01017850,,1448,2024,Office for National Statistics
E01017851,,1853,2024,Office for National Statistics
E01017852,,2766,2024,Office for National Statistics
E01017853,,1362,2024,Office for National Statistics
E01017854,,1214,2024,Office for National Statistics
E01017855,,1669,2024,Office for National Statistics
E01017856,,1465,2024,Office for National Statistics
E01017857,,1479,2024,Office for National Statistics
E01017858,,2581,2024,Office for National Statistics
E01017859,,1761,2024,Office for National Statistics
E01017860,,1511,2024,Office for National Statistics
E01017861,,1594,2024,Office for National Statistics
E01017862,,1797,2024,Office for National Statistics
E01017863,,1778,2024,Office for National Statistics
E01017864,,1295,2024,Office for National Statistics
E01017865,,1506,2024,Office for National Statistics
E01017866,,1465,2024,Office for National Statistics
E01017867,,1562,2024,Office for National Statistics
E01017868,,1520,2024,Office for National Statistics
E01017869,,1304,2024,Office for National Statistics
E01017870,,1166,2024,Office for National Statistics
E01017871,,1455,2024,Office for National Statistics
E01017872,,1568,2024,Office for National Statistics
E01017873,,1396,2024,Office for National Statistics
E01017874,,1527,2024,Office for National Statistics
E01017875,,1554,2024,Office for National Statistics
E01017876,,2048,2024,Office for National Statistics
E01017877,,1518,2024,Office for National Statistics
E01017878,,2364,2024,Office for National Statistics
E01017880,,1373,2024,Office for National Statistics
E01017881,,1896,2024,Office for National Statistics
E01017882,,1627,2024,Office for National Statistics
E01017883,,1651,2024,Office for National Statistics
E01017884,,1372,2024,Office for National Statistics
E01017885,,2377,2024,Office for National Statistics
E01017886,,1453,2024,Office for National Statistics
E01017887,,1142,2024,Office for National Statistics
E01017888,,1549,2024,Office for National Statistics
E01017889,,1410,2024,Office for National Statistics
E01017890,,1373,2024,Office for National Statistics
E01017891,,1447,2024,Office for National Statistics
E01017892,,1511,2024,Office for National Statistics
E01017893,,1799,2024,Office for National Statistics
E01017894,,1632,2024,Office for National Statistics
E01017895,,1317,2024,Office for National Statistics
E01017896,,1423,2024,Office for National Statistics
E01017897,,1736,2024,Office for National Statistics
E01017898,,1247,2024,Office for National Statistics
E01017899,,1733,2024,Office for National Statistics
E01017900,,1225,2024,Office for National Statistics
E01017901,,1236,2024,Office for National Statistics
E01017902,,1648,2024,Office for National Statistics
E01017903,,1811,2024,Office for National Statistics
E01017904,,2171,2024,Office for National Statistics
E01017905,,2952,2024,Office for National Statistics
E01017906,,2011,2024,Office for National Statistics
E01017907,,1864,2024,Office for National Statistics
E01017910,,2708,2024,Office for National Statistics
E01017911,,1682,2024,Office for National Statistics
E01017912,,1506,2024,Office for National Statistics
E01017913,,2441,2024,Office for National Statistics
E01017914,,1452,2024,Office for National Statistics
E01017915,,1469,2024,Office for National Statistics
E01017916,,1192,2024,Office for National Statistics
E01017917,,1758,2024,Office for National Statistics
E01017918,,1529,2024,Office for National Statistics
E01017919,,1494,2024,Office for National Statistics
E01017920,,1583,2024,Office for National Statistics
E01017921,,1861,2024,Office for National Statistics
E01017922,,2494,2024,Office for National Statistics
E01017923,,1736,2024,Office for National Statistics
E01017924,,1666,2024,Office for National Statistics
E01017925,,2223,2024,Office for National Statistics
E01017926,,1563,2024,Office for National Statistics
E01017927,,1813,2024,Office for National Statistics
E01017928,,1524,2024,Office for National Statistics
E01017929,,1769,2024,Office for National Statistics
E01017930,,1950,2024,Office for National Statistics
E01017931,,1451,2024,Office for National Statistics
E01017932,,1668,2024,Office for National Statistics
E01017933,,2028,2024,Office for National Statistics
E01017934,,1932,2024,Office for National Statistics
E01017935,,2170,2024,Office for National Statistics
E01017936,,1506,2024,Office for National Statistics
E01017937,,1440,2024,Office for National Statistics
E01017938,,1297,2024,Office for National Statistics
E01017939,,1505,2024,Office for National Statistics
E01017940,,1715,2024,Office for National Statistics
E01017941,,1537,2024,Office for National Statistics
E01017942,,1441,2024,Office for National Statistics
E01022472,,1249,2024,Office for National Statistics
E01022492,,1868,2024,Office for National Statistics
E01022555,,1523,2024,Office for National Statistics
E01023419,,2047,2024,Office for National Statistics
E01028422,,1887,2024,Office for National Statistics
E01028423,,1630,2024,Office for National Statistics
E01028426,,1981,2024,Office for National Statistics
E01028427,,1491,2024,Office for National Statistics
E01028428,,1339,2024,Office for National Statistics
E01028429,,1198,2024,Office for National Statistics
E01028430,,2069,2024,Office for National Statistics
E01028431,,1706,2024,Office for National Statistics
E01028432,,2032,2024,Office for National Statistics
E01028433,,1587,2024,Office for National Statistics
E01028434,,2271,2024,Office for National Statistics
E01028435,,2534,2024,Office for National Statistics
E01028437,,1772,2024,Office for National Statistics
E01028439,,1405,2024,Office for National Statistics
E01028440,,1870,2024,Office for National Statistics
E01028441,,2566,2024,Office for National Statistics
E01028443,,1397,2024,Office for National Statistics
E01028444,,1506,2024,Office for National Statistics
E01028445,,1537,2024,Office for National Statistics
E01028446,,1603,2024,Office for National Statistics
E01028447,,1309,2024,Office for National Statistics
E01028448,,1736,2024,Office for National Statistics
E01028449,,1528,2024,Office for National Statistics
E01028450,,1533,2024,Office for National Statistics
E01028451,,1311,2024,Office for National Statistics
E01028452,,1473,2024,Office for National Statistics
E01028453,,1475,2024,Office for National Statistics
E01028454,,1827,2024,Office for National Statistics
E01028455,,1502,2024,Office for National Statistics
E01028456,,1493,2024,Office for National Statistics
E01028457,,1365,2024,Office for National Statistics
E01028458,,1576,2024,Office for National Statistics
E01028459,,1525,2024,Office for National Statistics
E01028460,,2042,2024,Office for National Statistics
E01028461,,1684,2024,Office for National Statistics
E01028462,,1593,2024,Office for National Statistics
E01028463,,2604,2024,Office for National Statistics
E01028464,,1661,2024,Office for National Statistics
E01028465,,1412,2024,Office for National Statistics
E01028466,,1792,2024,Office for National Statistics
E01028467,,1958,2024,Office for National Statistics
E01028469,,1408,2024,Office for National Statistics
E01028470,,1686,2024,Office for National Statistics
E01028471,,1375,2024,Office for National Statistics
E01028472,,1164,2024,Office for National Statistics
E01028473,,1442,2024,Office for National Statistics
E01028474,,2131,2024,Office for National Statistics
E01028476,,2848,2024,Office for National Statistics
E01028477,,2790,2024,Office for National Statistics
E01028478,,1413,2024,Office for National Statistics
E01028479,,1382,2024,Office for National Statistics
E01028480,,1545,2024,Office for National Statistics
E01028481,,1425,2024,Office for National Statistics
E01028482,,1314,2024,Office for National Statistics
E01028483,,1271,2024,Office for National Statistics
E01028484,,1087,2024,Office for National Statistics
E01028485,,1563,2024,Office for National Statistics
E01028486,,1257,2024,Office for National Statistics
E01028487,,1265,2024,Office for National Statistics
E01028488,,1433,2024,Office for National Statistics
E01028489,,1357,2024,Office for National Statistics
E01028490,,1310,2024,Office for National Statistics
E01028491,,1662,2024,Office for National Statistics
E01028492,,1607,2024,Office for National Statistics
E01028493,,1463,2024,Office for National Statistics
E01028494,,1162,2024,Office for National Statistics
E01028495,,1324,2024,Office for National Statistics
E01028496,,1435,2024,Office for National Statistics
E01028497,,1402,2024,Office for National Statistics
E01028498,,1640,2024,Office for National Statistics
E01028499,,2172,2024,Office for National Statistics
E01028500,,1607,2024,Office for National Statistics
E01028501,,1153,2024,Office for National Statistics
E01028502,,1123,2024,Office for National Statistics
E01028503,,1137,2024,Office for National Statistics
E01028504,,1437,2024,Office for National Statistics
E01028506,,2124,2024,Office for National Statistics
E01028507,,1440,2024,Office for National Statistics
E01028508,,1091,2024,Office for National Statistics
E01028510,,1710,2024,Office for National Statistics
E01028511,,1924,2024,Office for National Statistics
E01028512,,1921,2024,Office for National Statistics
E01028513,,2732,2024,Office for National Statistics
E01028514,,1558,2024,Office for National Statistics
E01028515,,1745,2024,Office for National Statistics
E01028516,,2919,2024,Office for National Statistics
E01028517,,1410,2024,Office for National Statistics
E01028518,,1686,2024,Office for National Statistics
E01028519,,1840,2024,Office for National Statistics
E01028520,,1729,2024,Office for National Statistics
E01028521,,9947,2024,Office for National Statistics
E01028522,,4318,2024,Office for National Statistics
E01028523,,1892,2024,Office for National Statistics
E01028524,,1766,2024,Office for National Statistics
E01028525,,2174,2024,Office for National Statistics
E01028526,,2219,2024,Office for National Statistics
E01028527,,1781,2024,Office for National Statistics
E01028528,,1714,2024,Office for National Statistics
E01028529,,1869,2024,Office for National Statistics
E01028530,,2172,2024,Office for National Statistics
E01028531,,2307,2024,Office for National Statistics
E01028532,,2949,2024,Office for National Statistics
E01028534,,1182,2024,Office for National Statistics
E01028535,,2134,2024,Office for National Statistics
E01028536,,1392,2024,Office for National Statistics
E01028537,,1673,2024,Office for National Statistics
E01028538,,1836,2024,Office for National Statistics
E01028539,,2113,2024,Office for National Statistics
E01028540,,1763,2024,Office for National Statistics
E01028541,,1360,2024,Office for National Statistics
E01028542,,1794,2024,Office for National Statistics
E01028543,,1161,2024,Office for National Statistics
E01028544,,1095,2024,Office for National Statistics
E01028545,,1716,2024,Office for National Statistics
E01028546,,1898,2024,Office for National Statistics
E01028547,,2389,2024,Office for National Statistics
E01028548,,1960,2024,Office for National Statistics
E01028549,,1332,2024,Office for National Statistics
E01028550,,1398,2024,Office for National Statistics
E01028551,,1742,2024,Office for National Statistics
E01028552,,2481,2024,Office for National Statistics
E01028553,,2591,2024,Office for National Statistics
E01028554,,1528,2024,Office for National Statistics
E01028555,,1602,2024,Office for National Statistics
E01028556,,2904,2024,Office for National Statistics
E01028557,,2231,2024,Office for National Statistics
E01028558,,1699,2024,Office for National Statistics
E01028559,,1949,2024,Office for National Statistics
E01028560,,1870,2024,Office for National Statistics
E01028561,,1953,2024,Office for National Statistics
E01028562,,1958,2024,Office for National Statistics
E01028563,,1630,2024,Office for National Statistics
E01028565,,1230,2024,Office for National Statistics
E01028567,,1980,2024,Office for National Statistics
E01028568,,1439,2024,Office for National Statistics
E01028569,,1534,2024,Office for National Statistics
E01028570,,2081,2024,Office for National Statistics
E01028571,,1653,2024,Office for National Statistics
E01028572,,1878,2024,Office for National Statistics
E01028573,,1825,2024,Office for National Statistics
E01028574,,1432,2024,Office for National Statistics
E01028575,,1491,2024,Office for National Statistics
E01028576,,1765,2024,Office for National Statistics
E01028577,,2311,2024,Office for National Statistics
E01028578,,1570,2024,Office for National Statistics
E01028579,,1673,2024,Office for National Statistics
E01028580,,1804,2024,Office for National Statistics
E01028581,,1691,2024,Office for National Statistics
E01028582,,1144,2024,Office for National Statistics
E01028584,,2475,2024,Office for National Statistics
E01028586,,1650,2024,Office for National Statistics
E01028587,,1919,2024,Office for National Statistics
E01028588,,1968,2024,Office for National Statistics
E01028591,,1307,2024,Office for National Statistics
E01028592,,1828,2024,Office for National Statistics
E01028594,,1614,2024,Office for National Statistics
E01028595,,1919,2024,Office for National Statistics
E01028596,,1425,2024,Office for National Statistics
E01028597,,1575,2024,Office for National Statistics
E01028598,,2578,2024,Office for National Statistics
E01028599,,2556,2024,Office for National Statistics
E01028600,,1557,2024,Office for National Statistics
E01028601,,1604,2024,Office for National Statistics
E01028602,,1119,2024,Office for National Statistics
E01028603,,1487,2024,Office for National Statistics
E01028604,,1626,2024,Office for National Statistics
E01028605,,1527,2024,Office for National Statistics
E01028606,,1790,2024,Office for National Statistics
E01028607,,1799,2024,Office for National Statistics
E01028608,,1533,2024,Office for National Statistics
E01028609,,1521,2024,Office for National Statistics
E01028610,,1578,2024,Office for National Statistics
E01028611,,1276,2024,Office for National Statistics
E01028612,,1275,2024,Office for National Statistics
E01028613,,1407,2024,Office for National Statistics
E01028614,,2872,2024,Office for National Statistics
E01028615,,1948,2024,Office for National Statistics
E01028616,,1849,2024,Office for National Statistics
E01028617,,2149,2024,Office for National Statistics
E01028619,,1878,2024,Office for National Statistics
E01028622,,2083,2024,Office for National Statistics
E01028623,,1625,2024,Office for National Statistics
E01028624,,2333,2024,Office for National Statistics
E01028625,,1940,2024,Office for National Statistics
E01028626,,1553,2024,Office for National Statistics
E01028627,,1402,2024,Office for National Statistics
E01028628,,2302,2024,Office for National Statistics
E01028629,,1432,2024,Office for National Statistics
E01028630,,1509,2024,Office for National Statistics
E01028631,,1197,2024,Office for National Statistics
E01028632,,1515,2024,Office for National Statistics
E01028633,,1463,2024,Office for National Statistics
E01028634,,1270,2024,Office for National Statistics
E01028635,,1656,2024,Office for National Statistics
E01028636,,1336,2024,Office for National Statistics
E01028637,,2230,2024,Office for National Statistics
E01028638,,1582,2024,Office for National Statistics
E01028639,,1433,2024,Office for National Statistics
E01028640,,1453,2024,Office for National Statistics
E01028641,,1258,2024,Office for National Statistics
E01028642,,1473,2024,Office for National Statistics
E01028643,,1428,2024,Office for National Statistics
E01028644,,1676,2024,Office for National Statistics
E01028645,,1586,2024,Office for National Statistics
E01028646,,1211,2024,Office for National Statistics
E01028647,,1619,2024,Office for National Statistics
E01028649,,1551,2024,Office for National Statistics
E01028650,,2133,2024,Office for National Statistics
E01028651,,1635,2024,Office for National Statistics
E01028652,,2232,2024,Office for National Statistics
E01028653,,1708,2024,Office for National Statistics
E01028654,,1586,2024,Office for National Statistics
E01028655,,1759,2024,Office for National Statistics
E01028656,,1380,2024,Office for National Statistics
E01028657,,1199,2024,Office for National Statistics
E01028658,,1308,2024,Office for National Statistics
E01028659,,1580,2024,Office for National Statistics
E01028660,,2244,2024,Office for National Statistics
E01028661,,1769,2024,Office for National Statistics
E01028662,,1383,2024,Office for National Statistics
E01028663,,1635,2024,Office for National Statistics
E01028664,,1543,2024,Office for National Statistics
E01028665,,1402,2024,Office for National Statistics
E01028666,,1476,2024,Office for National Statistics
E01028667,,1319,2024,Office for National Statistics
E01028668,,1295,2024,Office for National Statistics
E01028669,,1346,2024,Office for National Statistics
E01028670,,1460,2024,Office for National Statistics
E01028671,,1648,2024,Office for National Statistics
E01028672,,2734,2024,Office for National Statistics
E01028673,,2261,2024,Office for National Statistics
E01028674,,1396,2024,Office for National Statistics
E01028675,,1411,2024,Office for National Statistics
E01028676,,2317,2024,Office for National Statistics
E01028677,,1462,2024,Office for National Statistics
E01028678,,1615,2024,Office for National Statistics
E01028679,,2178,2024,Office for National Statistics
E01028680,,1985,2024,Office for National Statistics
E01028681,,1292,2024,Office for National Statistics
E01028682,,1244,2024,Office for National Statistics
E01028683,,1520,2024,Office for National Statistics
E01028684,,1396,2024,Office for National Statistics
E01028685,,1276,2024,Office for National Statistics
E01028686,,1480,2024,Office for National Statistics
E01028688,,1113,2024,Office for National Statistics
E01028689,,1396,2024,Office for National Statistics
E01028690,,1546,2024,Office for National Statistics
E01028691,,1826,2024,Office for National Statistics
E01028692,,1428,2024,Office for National Statistics
E01028693,,1508,2024,Office for National Statistics
E01028694,,1394,2024,Office for National Statistics
E01028695,,1608,2024,Office for National Statistics
E01028696,,1450,2024,Office for National Statistics
E01028697,,1613,2024,Office for National Statistics
E01028698,,1387,2024,Office for National Statistics
E01028699,,1602,2024,Office for National Statistics
E01028700,,1694,2024,Office for National Statistics
E01028701,,1592,2024,Office for National Statistics
E01028702,,1213,2024,Office for National Statistics
E01028703,,1710,2024,Office for National Statistics
E01028704,,1870,2024,Office for National Statistics
E01028705,,1147,2024,Office for National Statistics
E01028706,,1376,2024,Office for National Statistics
E01028707,,1393,2024,Office for National Statistics
E01028708,,1860,2024,Office for National Statistics
E01028709,,2035,2024,Office for National Statistics
E01028710,,2147,2024,Office for National Statistics
E01028711,,1671,2024,Office for National Statistics
E01028712,,2186,2024,Office for National Statistics
E01028713,,2604,2024,Office for National Statistics
E01028715,,2486,2024,Office for National Statistics
E01028716,,2861,2024,Office for National Statistics
E01028717,,1607,2024,Office for National Statistics
E01028718,,1481,2024,Office for National Statistics
E01028719,,1948,2024,Office for National Statistics
E01028720,,2915,2024,Office for National Statistics
E01028721,,1207,2024,Office for National Statistics
E01028722,,1756,2024,Office for National Statistics
E01028723,,2483,2024,Office for National Statistics
E01028724,,1200,2024,Office for National Statistics
E01028725,,4125,2024,Office for National Statistics
E01028726,,3215,2024,Office for National Statistics
E01028728,,1298,2024,Office for National Statistics
E01028729,,1916,2024,Office for National Statistics
E01028730,,1646,2024,Office for National Statistics
E01028731,,2203,2024,Office for National Statistics
E01028732,,2136,2024,Office for National Statistics
E01028733,,1412,2024,Office for National Statistics
E01028734,,1578,2024,Office for National Statistics
E01028735,,1660,2024,Office for National Statistics
E01028737,,2409,2024,Office for National Statistics
E01028738,,2326,2024,Office for National Statistics
E01028739,,2632,2024,Office for National Statistics
E01028740,,1669,2024,Office for National Statistics
E01028741,,2151,2024,Office for National Statistics
E01028742,,2192,2024,Office for National Statistics
E01028743,,1781,2024,Office for National Statistics
E01028744,,1729,2024,Office for National Statistics
E01028745,,2321,2024,Office for National Statistics
E01028746,,1823,2024,Office for National Statistics
E01028747,,1638,2024,Office for National Statistics
E01028748,,1533,2024,Office for National Statistics
E01028749,,3098,2024,Office for National Statistics
E01028750,,1358,2024,Office for National Statistics
E01028751,,1915,2024,Office for National Statistics
E01028752,,1637,2024,Office for National Statistics
E01028753,,1767,2024,Office for National Statistics
E01028754,,1838,2024,Office for National Statistics
E01028755,,1890,2024,Office for National Statistics
E01028757,,2393,2024,Office for National Statistics
E01028758,,2644,2024,Office for National Statistics
E01028759,,1811,2024,Office for National Statistics
E01028760,,1246,2024,Office for National Statistics
E01028761,,1273,2024,Office for National Statistics
E01028762,,1811,2024,Office for National Statistics
E01028763,,2216,2024,Office for National Statistics
E01028764,,1796,2024,Office for National Statistics
E01028765,,2867,2024,Office for National Statistics
E01028767,,2167,2024,Office for National Statistics
E01028771,,1564,2024,Office for National Statistics
E01028772,,2622,2024,Office for National Statistics
E01028773,,1292,2024,Office for National Statistics
E01028774,,1542,2024,Office for National Statistics
E01028775,,1318,2024,Office for National Statistics
E01028776,,1889,2024,Office for National Statistics
E01028777,,1253,2024,Office for National Statistics
E01028778,,1486,2024,Office for National Statistics
E01028779,,1154,2024,Office for National Statistics
E01028780,,2480,2024,Office for National Statistics
E01028781,,1933,2024,Office for National Statistics
E01028782,,1437,2024,Office for National Statistics
E01028783,,1619,2024,Office for National Statistics
E01028784,,3037,2024,Office for National Statistics
E01028785,,1567,2024,Office for National Statistics
E01028786,,1526,2024,Office for National Statistics
E01028787,,1664,2024,Office for National Statistics
E01028788,,2033,2024,Office for National Statistics
E01028789,,2090,2024,Office for National Statistics
E01028790,,1692,2024,Office for National Statistics
E01028791,,1657,2024,Office for National Statistics
E01028792,,1137,2024,Office for National Statistics
E01028793,,1621,2024,Office for National Statistics
E01028794,,1635,2024,Office for National Statistics
E01028795,,1633,2024,Office for National Statistics
E01028796,,1401,2024,Office for National Statistics
E01028797,,1189,2024,Office for National Statistics
E01028798,,2356,2024,Office for National Statistics
E01028799,,2313,2024,Office for National Statistics
E01028800,,1704,2024,Office for National Statistics
E01028801,,1560,2024,Office for National Statistics
E01028802,,1634,2024,Office for National Statistics
E01028804,,1432,2024,Office for National Statistics
E01028806,,1919,2024,Office for National Statistics
E01028807,,2270,2024,Office for National Statistics
E01028808,,2698,2024,Office for National Statistics
E01028809,,1397,2024,Office for National Statistics
E01028810,,1325,2024,Office for National Statistics
E01028811,,1395,2024,Office for National Statistics
E01028813,,1297,2024,Office for National Statistics
E01028814,,1400,2024,Office for National Statistics
E01028815,,1199,2024,Office for National Statistics
E01028816,,1323,2024,Office for National Statistics
E01028817,,1409,2024,Office for National Statistics
E01028818,,1725,2024,Office for National Statistics
E01028819,,1931,2024,Office for National Statistics
E01028820,,4115,2024,Office for National Statistics
E01028821,,1387,2024,Office for National Statistics
E01028822,,1480,2024,Office for National Statistics
E01028823,,1340,2024,Office for National Statistics
E01028824,,1903,2024,Office for National Statistics
E01028825,,1711,2024,Office for National Statistics
E01032554,,2375,2024,Office for National Statistics
E01032555,,1911,2024,Office for National Statistics
E01032609,,1358,2024,Office for National Statistics
E01032610,,1571,2024,Office for National Statistics
E01032724,,1996,2024,Office for National Statistics
E01032726,,1814,2024,Office for National Statistics
E01032728,,2046,2024,Office for National Statistics
E01032729,,2101,2024,Office for National Statistics
E01032730,,2284,2024,Office for National Statistics
E01032731,,1538,2024,Office for National Statistics
E01032732,,1800,2024,Office for National Statistics
E01032733,,1712,2024,Office for National Statistics
E01032734,,1977,2024,Office for National Statistics
E01032759,,2496,2024,Office for National Statistics
E01032941,,1552,2024,Office for National Statistics
E01032942,,1675,2024,Office for National Statistics
E01032943,,2466,2024,Office for National Statistics
E01032944,,1380,2024,Office for National Statistics
E01032947,,1897,2024,Office for National Statistics
E01032948,,1953,2024,Office for National Statistics
E01032949,,1411,2024,Office for National Statistics
E01032950,,1759,2024,Office for National Statistics
E01032951,,1985,2024,Office for National Statistics
E01032952,,1415,2024,Office for National Statistics
E01032953,,2525,2024,Office for National Statistics
E01032955,,1401,2024,Office for National Statistics
E01032956,,1596,2024,Office for National Statistics
E01032957,,1304,2024,Office for National Statistics
E01032958,,1561,2024,Office for National Statistics
E01032961,,1747,2024,Office for National Statistics
E01032962,,1446,2024,Office for National Statistics
